IDNumber,data,AgeInMonths,Gender,ParentHighestEducation,Ethnicity,Region,q0010,q0011,q0012,q0013,q0014,q0015,q0016,q0017,q0019,q0023,q0026,q0027,q0028,q0029,q0030,q0031,q0032,q0035,q0037,q0038,q0039,q0040,q0042,q0044,q0045,q0046,q0047,q0048,q0049,q0050,q0052,q0053,q0054,q0055,q0057,q0058,q0061,q0063,q0065,q0066,q0067,q0068,q0070,q0072,q0073,q0074,q0075,q0076,q0077,q0078,q0080,q0081,q0083,q0084,q0085,q0087,q0088,q0089,q0090,q0091,q0092,q0093,q0095,q0097,q0098,q0100,q0101,q0102,q0104,q0105,q0109,q0110,q0111,q0113,q0114,q0115,q0116,q0117,q0118,q0119,age_range,TOT_raw,SOC_raw,VIS_raw,HEA_raw,TOU_raw,TS_raw,BOD_raw,BAL_raw,PLA_raw
137001,SM,9,Male,Bachelor's degree or higher,Hispanic,midwest,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,2,07 to 10.5 mo,66,16,12,10,11,10,11,12,15
138007,SM,8,Female,Bachelor's degree or higher,Hispanic,west,1,1,1,1,1,2,2,1,1,1,1,3,1,3,3,1,3,1,3,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,3,1,2,1,1,1,1,1,1,2,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,4,2,1,2,2,2,2,07 to 10.5 mo,90,12,20,15,16,13,13,13,18
141090,SM,6,Male,Bachelor's degree or higher,Hispanic,south,1,1,1,1,1,3,2,1,1,1,4,3,1,2,2,1,3,1,4,1,1,1,2,1,1,1,1,4,2,1,1,2,1,2,2,1,4,1,2,1,1,1,1,1,2,1,1,1,2,1,3,4,2,2,1,2,1,1,1,2,1,2,1,1,1,2,3,2,2,1,1,1,1,4,1,1,2,2,2,1,03.5 to 6 mo,101,13,22,15,17,12,19,16,16
141100,SM,7,Male,Bachelor's degree or higher,White,south,2,2,2,2,2,3,2,1,1,4,2,3,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,3,2,2,1,2,2,1,1,1,1,1,2,3,1,3,1,2,4,2,2,1,1,1,1,1,1,1,2,2,2,2,2,3,2,2,1,2,1,1,1,2,2,2,2,2,2,07 to 10.5 mo,98,21,17,14,17,15,16,19,17
178002,SM,5,Female,Some college or associate degree,White,south,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,78,16,17,11,13,10,13,14,10
141242,SM,5,Female,Some college or associate degree,White,south,1,2,1,2,1,2,1,1,1,1,4,3,1,1,3,1,2,2,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,4,3,2,4,4,4,3,03.5 to 6 mo,88,13,21,13,14,10,15,15,27
141220,SM,9,Female,Bachelor's degree or higher,Hispanic,south,1,1,1,1,1,2,2,2,2,1,3,3,1,3,3,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,1,4,2,1,4,3,2,2,07 to 10.5 mo,84,14,22,12,11,12,13,14,22
141221,SM,5,Male,Bachelor's degree or higher,White,south,1,1,1,2,1,2,4,1,1,1,3,2,1,1,2,1,2,1,3,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,2,2,1,1,1,1,1,3,2,1,1,1,1,1,2,2,2,4,1,1,3,3,3,2,03.5 to 6 mo,83,15,17,13,12,10,18,13,23
700292,Qual,4,Female,Some college or associate degree,Hispanic,south,1,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,3,3,1,4,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,81,16,14,12,12,18,12,13,10
143004,SM,5,Female,Bachelor's degree or higher,White,northeast,1,3,1,1,1,1,2,1,2,3,4,4,2,4,4,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,3,1,1,1,3,3,03.5 to 6 mo,86,16,24,12,11,10,14,15,16
143017,SM,5,Male,Bachelor's degree or higher,Hispanic,northeast,1,1,1,1,1,2,2,1,1,1,1,2,1,3,3,1,3,1,4,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,2,1,2,1,1,4,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,3,1,3,2,03.5 to 6 mo,86,12,21,12,15,12,14,12,17
143035,SM,9,Female,High school graduate (including GED),White,northeast,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,07 to 10.5 mo,79,12,16,12,13,10,15,13,14
143036,SM,4,Female,High school graduate (including GED),Hispanic,northeast,2,2,2,1,1,3,4,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,3,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,4,2,1,4,3,4,3,03.5 to 6 mo,87,20,17,19,12,11,13,15,25
158054,SM,8,Female,High school graduate (including GED),White,northeast,1,1,1,1,1,1,1,1,1,1,3,1,1,2,3,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,07 to 10.5 mo,72,10,16,12,11,10,12,11,13
189001,SM,7,Female,Bachelor's degree or higher,White,south,2,2,2,2,2,3,2,2,2,1,2,2,1,3,3,1,1,1,3,1,1,1,2,2,2,2,2,2,1,1,1,1,2,1,3,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,3,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,4,2,2,2,3,3,3,07 to 10.5 mo,95,20,18,16,17,11,15,18,22
700249,Qual,6,Female,High school graduate (including GED),White,south,1,1,1,1,1,1,1,1,1,1,4,4,2,4,4,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,4,2,2,1,1,1,1,1,1,2,1,1,1,1,1,4,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,03.5 to 6 mo,95,10,24,13,17,11,17,13,11
209014,SM,9,Male,Bachelor's degree or higher,Black,south,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,1,1,1,2,2,2,1,2,3,1,2,07 to 10.5 mo,77,12,17,11,11,10,14,14,17
209047,SM,4,Female,Bachelor's degree or higher,White,south,1,1,1,1,1,1,2,1,1,1,3,3,1,3,4,1,2,2,3,1,1,1,1,1,1,2,1,4,1,1,1,1,1,2,2,1,4,1,2,1,1,1,1,1,1,2,3,1,2,1,1,4,2,2,1,1,1,1,1,1,1,2,2,2,2,1,3,1,1,1,1,1,1,4,1,1,4,4,3,1,03.5 to 6 mo,98,11,23,14,16,14,15,16,21
212034,SM,5,Female,Bachelor's degree or higher,Asian,west,1,1,2,2,3,2,2,2,1,2,4,4,2,3,3,1,2,1,3,2,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,4,1,1,2,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,4,2,2,4,4,4,4,03.5 to 6 mo,93,18,25,16,15,11,14,12,29
216016,SM,8,Male,Bachelor's degree or higher,Hispanic,midwest,3,2,2,2,1,2,2,2,1,1,4,4,1,3,3,1,3,1,2,2,1,3,2,1,2,1,2,4,1,2,1,1,1,1,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,4,4,2,3,3,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,3,1,2,3,1,2,3,2,2,07 to 10.5 mo,110,18,24,19,17,10,22,18,21
216058,SM,9,Female,Bachelor's degree or higher,White,midwest,1,1,1,1,1,2,2,2,3,2,3,2,1,1,2,1,2,1,3,1,1,3,1,2,2,1,2,3,3,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,3,2,1,1,1,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,2,2,2,3,07 to 10.5 mo,88,16,17,19,13,15,13,11,19
224014,SM,5,Male,Bachelor's degree or higher,White,northeast,1,1,2,1,1,2,2,1,1,1,3,3,1,3,3,1,2,2,3,1,1,2,2,2,2,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,03.5 to 6 mo,84,13,22,18,10,10,13,11,12
224023,SM,4,Female,Some college or associate degree,Hispanic,northeast,2,2,3,2,2,2,3,1,2,1,3,4,1,3,4,1,1,4,3,1,1,2,3,1,4,1,3,3,2,1,1,1,1,2,2,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,4,2,2,4,2,2,2,03.5 to 6 mo,101,20,25,21,15,10,15,15,24
700289,Qual,9,Male,Some college or associate degree,White,midwest,1,1,1,1,1,2,1,2,1,1,1,2,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,77,12,15,11,14,11,15,11,11
233003,In-house-Eng,6,Female,Some college or associate degree,White,northeast,1,2,1,2,1,2,3,1,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,4,1,1,4,4,4,2,03.5 to 6 mo,76,17,16,13,12,11,12,12,25
250045,SM,8,Female,Bachelor's degree or higher,Black,south,1,1,2,2,1,2,1,1,1,2,2,1,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,82,14,14,11,19,10,18,10,10
382042,SM,9,Female,Bachelor's degree or higher,White,south,2,2,1,1,1,2,3,2,1,1,3,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,3,1,1,1,2,2,2,07 to 10.5 mo,77,16,14,14,12,10,14,13,15
275003,SM,6,Female,High school graduate (including GED),White,northeast,2,2,1,2,1,2,2,1,2,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,4,1,1,4,1,1,1,03.5 to 6 mo,80,16,14,12,12,10,18,14,16
700208,Qual,6,Male,High school graduate (including GED),Hispanic,northeast,1,2,1,1,1,1,1,2,1,1,1,3,1,3,3,1,2,1,3,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,1,1,1,1,1,1,2,3,1,1,1,2,2,1,1,1,2,1,1,4,2,1,1,3,1,1,03.5 to 6 mo,89,12,19,14,14,10,17,15,17
275029,SM,9,Female,Did not complete high school (no diploma),Black,northeast,2,2,2,3,2,3,2,2,1,1,4,3,1,3,3,2,2,2,3,2,4,1,2,3,1,2,1,3,1,3,1,2,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,3,1,1,2,3,2,2,1,2,1,2,2,1,1,2,2,1,3,3,3,1,2,2,3,3,1,2,2,1,1,2,3,1,07 to 10.5 mo,112,20,25,21,16,12,18,20,19
292003,SM,8,Female,High school graduate (including GED),Black,south,2,2,2,3,2,2,3,2,3,3,2,3,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,3,1,2,1,1,2,1,2,2,1,1,3,1,1,2,1,1,1,1,2,1,1,1,3,3,1,3,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,4,2,2,2,3,3,2,07 to 10.5 mo,96,24,18,19,15,12,20,12,23
292007,SM,6,Male,Did not complete high school (no diploma),Black,south,2,2,3,2,1,3,4,3,2,3,3,2,2,3,3,2,1,3,2,3,1,3,2,2,2,1,3,3,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,2,4,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,4,3,3,4,4,3,3,03.5 to 6 mo,106,25,24,21,14,11,18,18,30
294002,SM,7,Male,High school graduate (including GED),MultiRacial,midwest,1,1,1,1,1,3,2,2,2,2,3,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,3,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,2,3,3,07 to 10.5 mo,80,16,16,18,14,10,12,10,19
294003,SM,9,Male,High school graduate (including GED),Black,midwest,1,1,1,1,1,3,2,2,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,3,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,3,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,4,1,1,4,1,1,2,07 to 10.5 mo,83,14,13,16,13,13,14,14,18
294004,SM,8,Female,High school graduate (including GED),Black,midwest,1,1,1,1,1,3,1,1,1,1,3,3,1,3,3,2,2,2,2,2,2,1,1,1,2,2,2,4,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,3,2,1,3,2,1,2,1,2,1,1,3,1,2,2,2,3,2,1,2,4,2,1,2,1,2,3,2,1,1,1,1,2,07 to 10.5 mo,111,12,23,19,16,15,17,21,16
318088,SM,8,Female,High school graduate (including GED),Black,midwest,2,2,1,2,1,2,3,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,61,18,11,10,10,10,10,10,10
294006,SM,9,Male,Did not complete high school (no diploma),Black,midwest,1,1,1,1,1,2,1,2,1,1,4,3,1,1,3,1,1,1,2,1,2,2,2,1,1,2,2,4,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,4,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,3,3,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,95,12,18,20,13,15,12,17,11
298043,SM,5,Male,Did not complete high school (no diploma),Black,south,1,2,1,1,2,2,2,2,3,1,3,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,69,17,13,13,12,10,11,10,10
298044,SM,8,Male,Did not complete high school (no diploma),Black,south,2,3,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,66,20,12,13,11,10,10,10,10
298048,SM,9,Female,Some college or associate degree,Black,south,2,2,1,2,1,2,2,2,2,1,3,2,2,2,2,3,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,07 to 10.5 mo,120,17,22,23,22,19,15,19,11
298049,SM,9,Male,Some college or associate degree,Black,south,2,2,2,2,1,3,2,2,2,1,3,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,3,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,2,3,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,2,1,2,2,07 to 10.5 mo,97,19,19,17,14,11,17,19,19
361051,SM,8,Male,Some college or associate degree,Hispanic,west,2,2,2,2,2,3,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,2,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,4,2,1,1,2,3,1,07 to 10.5 mo,73,20,12,15,12,11,10,13,17
309002,SM,5,Female,High school graduate (including GED),Hispanic,west,3,1,1,2,1,2,1,1,1,1,2,3,1,2,4,2,2,2,2,2,1,1,2,1,2,1,2,3,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,4,3,4,4,4,4,3,03.5 to 6 mo,90,14,22,15,15,11,14,13,29
360064,SM,5,Female,High school graduate (including GED),Hispanic,west,2,3,2,2,1,1,1,2,1,1,2,2,1,3,3,1,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,2,03.5 to 6 mo,93,16,19,15,16,16,14,13,15
318102,SM,5,Female,High school graduate (including GED),Black,midwest,2,3,3,3,3,3,2,3,3,3,4,4,4,3,3,4,3,3,3,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,03.5 to 6 mo,133,28,32,21,21,18,20,21,21
362021,Sp,6,Male,High school graduate (including GED),Hispanic,midwest,1,1,1,1,1,1,3,2,2,1,1,4,3,4,3,1,3,1,4,1,1,2,1,1,1,1,1,3,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,3,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,4,1,1,1,4,1,1,03.5 to 6 mo,94,14,25,13,14,11,17,14,16
318136,Sp,7,Female,High school graduate (including GED),Hispanic,midwest,3,3,3,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,07 to 10.5 mo,64,30,11,12,10,10,10,11,12
354003,SM,7,Female,High school graduate (including GED),Black,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,63,10,10,10,10,10,13,10,10
354008,SM,9,Male,Some college or associate degree,Black,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,64,10,10,10,10,10,14,10,10
354009,SM,5,Male,Did not complete high school (no diploma),Black,midwest,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,63,12,10,10,10,10,13,10,10
354010,SM,9,Female,High school graduate (including GED),Black,midwest,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,60,10,10,10,10,10,10,10,10
400040,In-house-Sp,4,Female,Some college or associate degree,Hispanic,west,1,1,1,1,1,2,4,1,1,2,3,3,1,1,4,1,2,2,4,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,2,4,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,90,15,22,14,12,11,18,13,10
360024,SM,4,Female,High school graduate (including GED),Hispanic,west,1,1,1,1,1,2,2,3,1,1,2,3,2,3,3,1,2,1,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,3,2,3,3,1,1,2,1,1,2,3,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,2,1,1,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,97,14,22,12,18,15,14,16,10
360043,SM,9,Female,High school graduate (including GED),Hispanic,west,1,1,1,1,1,1,1,1,1,1,3,4,2,3,3,1,4,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,3,2,2,2,2,1,2,2,1,1,3,2,2,2,2,2,2,3,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,07 to 10.5 mo,103,10,24,14,19,18,16,12,10
360067,SM,4,Male,High school graduate (including GED),Hispanic,west,2,2,2,2,2,3,3,3,2,4,2,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,2,2,2,2,2,4,1,2,1,2,1,1,1,1,1,1,1,1,03.5 to 6 mo,89,25,15,14,16,10,13,21,11
360051,SM,7,Female,High school graduate (including GED),Hispanic,west,1,1,1,2,2,1,1,2,1,1,3,3,2,1,4,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,1,2,1,1,1,1,1,3,2,2,1,2,2,1,1,1,1,1,1,4,1,1,1,2,3,3,07 to 10.5 mo,90,13,19,13,17,10,15,16,18
700214,Qual,7,Male,Some college or associate degree,Hispanic,west,1,1,1,2,1,2,2,2,2,2,2,3,1,3,3,2,3,1,3,1,1,2,2,1,2,2,2,3,2,1,1,2,1,2,2,1,3,2,2,1,1,1,1,1,1,1,3,1,2,1,1,3,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,4,2,2,4,4,4,2,07 to 10.5 mo,96,16,22,18,17,13,15,11,27
360061,SM,4,Female,Did not complete high school (no diploma),Hispanic,west,2,2,2,1,1,2,3,1,1,2,3,4,2,2,3,1,3,2,2,2,1,1,2,1,2,1,1,3,1,1,3,2,1,2,1,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,3,1,1,4,4,3,1,03.5 to 6 mo,90,17,24,14,17,11,12,12,21
361021,SM,8,Female,Some college or associate degree,Hispanic,west,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,1,3,1,1,1,1,3,2,2,2,3,1,1,1,1,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,3,2,1,3,2,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,07 to 10.5 mo,89,13,16,17,15,10,16,15,13
361047,SM,5,Male,Some college or associate degree,Hispanic,west,1,1,1,1,1,1,2,1,1,1,1,2,1,2,3,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,1,1,1,1,2,1,1,2,3,2,4,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,86,11,16,12,14,10,16,18,10
700225,Qual,5,Male,Some college or associate degree,Hispanic,west,1,2,2,1,1,2,3,1,2,2,4,4,2,4,4,1,2,2,4,3,1,1,1,2,1,1,1,3,1,1,2,1,1,4,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,2,1,4,1,3,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,03.5 to 6 mo,101,17,30,13,18,11,15,14,10
700262,Qual,7,Female,Some college or associate degree,Hispanic,south,1,1,1,1,1,2,3,1,1,1,2,3,1,3,3,1,3,1,4,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,4,2,1,2,1,1,1,07 to 10.5 mo,86,13,22,13,15,10,13,13,15
